,indoor_temp_mean,total_power_mean
0,21.402092999937366,8850.644206880781
1,19.360073150603423,8827.055717038136
2,19.013046808197913,8936.731979622878
3,20.257570854663882,9114.430817229584
4,18.540206808680725,7350.170267644098
5,19.54828230224885,9202.11007758191
6,19.079104764833282,8511.401430374466
7,17.775461384831065,8764.037426389823
8,20.79971737341492,8995.295766814754
9,19.368133003434004,8937.930519295263
10,20.095805647275025,8293.37072042775
11,19.213012892378934,7386.1008452294045
12,20.585255892265245,8560.419397915717
13,17.569256153681245,7338.164501042442
14,19.877112793337968,8581.28816587235
15,21.74274515816193,8364.691615468651
16,19.265165055522452,7962.564037859642
17,18.602735120207836,7964.606728770556
18,19.758941345650456,7637.151267875891
19,18.694359080979552,8290.262054415445
20,19.095082150243,6946.258274967328
21,20.987763153583863,7601.666439133684
22,17.781299495477803,6934.033726264883
23,19.38266008348654,8408.795589225052
24,17.093789139649743,12129.999294950176
25,19.56031539486228,11456.37837155519
26,19.490567570852484,12102.530603692383
27,20.015453532658384,11215.29505283378
28,19.11540541625113,24239.880033302827
29,19.889505497215186,23929.148544738924
30,17.966954228255496,22664.659570150747
31,19.72449176829992,19334.809624202648
32,20.204760947836792,20188.91068533177
33,19.08272801354061,16121.812479416325
34,19.64385947578588,14530.271184541052
35,19.53517053815336,12189.435116285991
36,20.677601194994317,10901.342879966736
37,21.445038684623448,8604.235313320973
38,19.99546618363425,7642.204993806949
39,20.17992007091462,6602.29853122606
40,21.856908531824722,5572.0664311272685
41,20.034654192265865,4686.858534949127
42,20.730274248279994,4155.279204547701
43,20.525482114450107,3621.3777192562893
44,21.29297949230483,3817.1404058277017
45,21.876648208807186,3638.2790135702685
46,20.7805917256472,3077.9258899624647
47,21.33679179459292,3259.252980092172
48,20.2178195568323,2651.8860304852574
49,19.58124949255192,2538.9624453406227
50,22.073383530946877,2520.1341946145853
51,22.240078210989846,2990.9496348258153
52,20.19911781958395,4005.546907024813
53,21.24507813896383,4439.925534605982
54,22.35948282851473,5457.763173966935
55,21.54581646292811,5043.679425664512
56,21.45083326776187,5104.759401389219
57,20.762395941890457,5060.982024043568
58,21.449789452562033,4926.093887256383
59,21.691164163011972,4996.135401565816
60,20.910954465263295,5379.817559938102
61,20.1977959647412,5183.374239796644
62,21.363945192896644,6337.925528854822
63,19.761722862203886,5979.629455616566
64,22.324380359351608,7595.459653874486
65,21.469212465145752,8286.886357600659
66,20.169127593954194,9827.53301301524
67,22.133830977069547,10103.867924094793
68,20.592637927705304,10864.758643819514
69,20.77165429801952,11433.768059616883
70,21.867369901914998,11455.63550320558
71,21.779986639616855,12376.444952393911
72,19.7746766436995,8019.679671846237
73,18.346614758708043,6678.576086097809
74,20.040460248650685,6493.048984485412
75,18.530111162215967,6167.055623298482
76,21.406015102662415,7408.304780295692
77,19.8560075889116,6858.900831470722
78,19.720560242625144,7191.090353376657
79,19.349777233127153,8050.017453829013
80,19.177733501000986,7005.970716680313
81,19.315051937178257,6660.0929283745545
82,20.15758899384229,6507.566325969463
83,20.339720660391137,7721.1974633630625
84,20.2922052578543,7428.527848427495
85,21.82808551743124,7836.707654964863
86,18.78063747727764,8726.72942915701
87,19.972383861251757,8967.465164964671
88,21.543243810708677,9115.05796262543
89,19.763447251910748,9847.771715945199
90,21.11245259788643,10335.998866096259
91,19.935460559945497,9825.39833557016
92,18.5516892077216,9870.396021469405
93,19.216133009164434,10614.550030787406
94,19.30515891293141,9967.190162778186
95,20.256646961435287,10506.38115672678
96,18.957189944731375,10868.332352840214
97,21.834127699181582,11629.619088889767
98,20.979497916642824,11869.332786930248
99,21.45763331892387,11202.204360465783
100,20.413913923286692,12414.292514147159
101,18.19119045773444,10608.681424762664
102,17.056429440049943,10485.784430855452
103,16.743981387786114,11041.691982441478
104,17.866640110073835,11229.307274065177
105,19.78689134263565,11911.100418751184
106,16.733325533297492,11410.1562071131
107,16.892766907525743,10042.891248826374
108,19.21258242814637,12025.419822877771
109,18.735339704428473,11976.706439937254
110,19.32787360934324,11677.968714541985
111,16.946611378541398,11632.53005699585
112,18.22861113187499,11525.740548744512
113,19.060435784993473,10864.343955332984
114,17.63770772291451,11487.834048927345
115,16.956759299892866,10859.927513596358
116,18.66201334035566,11291.388033305244
117,18.006328354487277,11710.093338265466
118,19.868629143651287,11552.6933555928
119,16.723774121964418,11111.958347217489
120,18.083301831338265,13264.328375515732
121,19.774539534287968,14686.232353507536
122,18.70269224349125,15004.683968158619
123,17.85540339550963,14140.95892143541
124,20.433927996268512,26605.918913739926
125,15.44341345199739,26353.258164397324
126,19.35967519482325,25359.577971739756
127,16.557110894431823,25576.466895067475
128,19.110597113883372,26472.765299243107
129,19.311883521460864,24400.575826101576
130,19.369324461538987,22461.511028164827
131,19.995298213408986,20779.372076159183
132,19.71115353287743,17466.273129368725
133,19.51652908533938,16152.410874222414
134,19.533852982295556,15168.153266904843
135,19.544682171185077,13669.880841174363
136,21.212760227421313,12730.301851048582
137,20.870844493930058,12156.422092020051
138,21.304227782104245,10829.664713808683
139,22.050156698240638,9958.018261241295
140,19.701211515265143,8543.213389703602
141,21.451266827283682,8115.782048012816
142,23.703688277188466,7469.548829804026
143,22.083069185889403,6921.746476233106
144,22.904701323630587,5590.153972336213
145,21.83855049261781,5639.052504996829
146,21.294484711865767,5348.971913039777
147,20.60131767742346,5299.638766435126
148,21.385653604575573,5901.43624235989
149,21.48634161302514,5921.4601918936405
150,20.626101225079314,5956.595775553053
151,21.449315140328743,6200.767239316899
152,20.686887454559276,7360.47524243754
153,20.794799497592855,7501.808707913192
154,21.671019903012272,7632.6191848572325
155,21.25394193654836,7605.175331707129
156,19.158214953367764,8284.305480128949
157,20.820016658722118,8166.762137088513
158,21.544832993343398,8045.0736100520935
159,19.80617670229711,7965.680395949063
160,21.763744443665974,9011.127524372754
161,21.552764562579682,9376.535493129866
162,20.20339379732309,10900.199772008786
163,21.803383695939708,10680.438140803984
164,22.499323067789202,10728.271441384633
165,20.221195946978803,10933.326154760762
166,22.88799222669293,10620.650189478376
167,19.693044434803504,11205.921244386504
168,17.9900952536537,8293.281174223797
169,21.08552189038898,7543.747121563791
170,19.506818289415687,6927.62676440286
171,18.55845387715788,6151.436386559181
172,22.693649461528246,7464.228328443662
173,19.6131165256133,6505.338413905122
174,16.706119327951384,4758.345802033099
175,20.944167512363254,7888.798608269806
176,18.980351349627135,6749.216707341373
177,15.826217041545249,5748.759484974755
178,19.1930129027722,6093.500842018753
179,20.003304089819153,6099.9848820081215
180,17.017442928318665,6818.685674307557
181,18.493048549877223,7554.7910176837495
182,18.147791671144063,5719.275063671819
183,21.180880501151012,6463.848516487126
184,18.395937882557128,5892.087677774193
185,19.857953313311448,6449.542610033133
186,19.78954068184873,7514.13957661938
187,18.68971222593016,6540.799846176618
188,17.470895622398377,6059.949767511886
189,18.360080163794798,8030.353582809776
190,18.626821224441805,7817.191047537684
191,20.44958649623362,6718.598986210818
192,19.05175477184583,7729.493163781085
193,18.17770140536701,6215.090792374965
194,18.389113328488747,7434.764010114613
195,18.805816571241866,8584.24887555309
196,20.643036126083892,6674.314240868405
197,18.950186354963535,7621.000095785212
198,18.58209808392594,7363.5154524355285
199,17.977210181391406,7645.859935185656
200,19.724083805367382,8073.651944096088
201,20.841886095436298,7685.277722375395
202,20.789374070249476,6573.614099088423
203,18.33284623852584,6157.008992163554
204,19.869677905263554,6298.437145373576
205,18.227958170652,6976.103993999932
206,17.121288767196468,5102.459151443681
207,19.11414045062823,7041.011593558715
208,18.325090773796138,4942.875411923174
209,18.352257452944592,7043.343496689973
210,17.17529763937042,5319.685041363802
211,18.728461486728797,4765.604878118958
212,18.96980049107152,5458.844860678608
213,19.065449687775732,5119.752209236145
214,17.643653509043606,5770.592310167191
215,19.854147776356907,6148.565268264998
216,20.79322755048414,7750.762487433536
217,21.543391990873417,7737.200081653717
218,18.978272307180113,5635.348244085473
219,19.43849133965464,7770.358602457536
220,17.541343417266642,18058.035148457155
221,19.98140679706965,17407.0557232944
222,20.419121498515636,15649.47076107887
223,20.21917624091217,14105.666523353499
224,21.8471267524204,11327.625054496024
225,19.12744760990099,7532.178515747071
226,19.499720835320705,7027.767305625508
227,22.71657083455387,5684.788417734339
228,19.068019215453695,3872.236933035993
229,22.52464262411008,2922.3215762147106
230,20.217413387341924,1919.23984096884
231,20.133323141845416,2110.7885179864966
232,24.290926969029375,1069.1475870743784
233,22.003932770489882,829.2223606028963
234,21.85556571803822,1024.9811258269633
235,23.09162923897185,513.3096947348222
236,22.38639132772996,591.4365397587808
237,21.92681441424593,589.8944264522687
238,23.89195241441393,517.1944560784087
239,20.28248582171993,597.9837234987078
240,23.4407783191785,271.46471300963964
241,21.902479362911464,295.8370696019051
242,20.148929840093277,503.29533934049795
243,20.75054060532008,346.3200733421289
244,19.79496055195444,800.3480031000311
245,20.730223805000833,653.0236629617403
246,22.713489568295053,514.5333420674903
247,20.62969219290738,527.4807702266264
248,24.581957215035168,647.8716248772656
249,22.551894264267094,705.7043699253485
250,21.199212237624614,581.066738910593
251,22.048558297605982,534.6062542416271
252,22.6724253813546,551.5078028492597
253,21.30327663694903,556.8606967048421
254,20.986626716762622,540.2733109728717
255,21.93012092590904,580.399847892071
256,21.89305307991566,740.5614775256595
257,20.61001054011927,907.6134288613314
258,22.842831867111816,1225.9755860754087
259,20.25086025799734,1140.1386494380163
260,21.605632781482875,1467.2380467808455
261,19.191446303937024,1607.6223417528518
262,19.95976412355501,1458.6511717497185
263,20.80616859749277,1735.3297484966056
264,20.110561673050817,1135.1498103504673
265,20.91774450460617,1962.201088730646
266,22.474538750948177,1323.2177887395737
267,21.468072684136267,1568.2381510662888
268,19.737712881764054,1095.213217886956
269,21.049848643144575,1723.3253078949158
270,18.666241514899458,1229.1091034301453
271,18.994832548002456,2264.3421882175035
272,19.905221454024115,1746.1412658039303
273,20.823044371122986,2370.594896410393
274,20.13211448158315,3657.8577792222713
275,18.43706088641284,2895.1785528069786
276,19.585699964384386,3233.8667162496736
277,19.62213209765451,3987.6642017601453
278,20.306496362101008,7031.108093761299
279,21.712940975821567,4984.404303942826
280,20.283044253433744,5376.897267361722
281,20.281921607627133,5117.0246402622415
282,20.913978947916426,6696.461252122705
283,18.54210967655458,5263.784151813708
284,20.50242919006464,6244.260128377684
285,19.40119384553654,6802.858036435189
286,18.268604848637764,6291.83545972675
287,18.55244221171541,7674.788722972354
288,17.699239473341382,4591.466126818355
289,20.86282825458258,6027.101535797109
290,18.153618782914915,5046.755838716637
291,19.040927048449525,5898.115902283918
292,20.570155175399684,5672.986446084047
293,19.57174921630509,4805.21942579616
294,20.65373829415234,5527.8387680868
295,18.630186301987937,6227.674854873442
296,16.571465559146215,5182.1899272948285
297,18.345583009530024,6202.998495171052
298,18.94336490991862,5409.423913197526
299,18.783838559510627,5901.038633499228
300,20.33506225716014,6175.120811910777
301,17.678040127554446,6452.4256771294195
302,16.83095068419881,4740.254788980069
303,18.866593421480687,6431.235230679903
304,19.39053861224299,7048.377563628454
305,18.377354777247188,6869.7402590454785
306,18.68793596087632,7168.903290053732
307,19.96207012033208,8197.211982946475
308,18.74402485449398,6148.848457331222
309,19.01218240907664,6806.994421115797
310,18.561792123253042,7262.6268415904005
311,17.815900667173608,7649.829144803528
312,18.835236614645606,11522.376574106234
313,21.50551480271825,12420.338766799856
314,20.332685992533968,12730.399832723819
315,21.129566697333992,12618.506344210406
316,17.454743352998648,22646.976294782573
317,20.00016138901102,23142.22349727088
318,20.82476102060567,22531.54345744322
319,18.878355549673635,20177.39222995747
320,20.641110702361896,20500.443452933654
321,18.87830017812571,16854.480906678556
322,20.079372242216078,15483.248546271261
323,20.070658467080335,13570.815921147896
324,19.06312442814106,9547.19930048273
325,20.649234194511415,9473.665060025503
326,20.58429502492523,8366.058558919089
327,21.1943720252163,8090.410613988031
328,21.576492966566523,6378.456664490596
329,22.144449410619142,5802.490838751725
330,21.297787524632742,5488.286194551241
331,23.00576770441896,4741.366304597261
332,20.04671650881925,3926.6481297515625
333,20.371411446262393,3571.791744480447
334,22.224298488776792,3751.2543016011127
335,19.688756525985628,4023.5316513630723
336,22.017635900804404,3081.0958818296276
337,20.99201600217991,3100.883399393825
338,24.358334760419858,2702.8675456432793
339,21.665301534401408,3873.431769337641
340,22.979477406960747,3411.040116916886
341,22.182944453787723,6825.612396939298
342,21.576487367641015,3995.1087082571867
343,21.335541197404407,9464.293940088497
344,24.274171371517433,7892.908760301511
345,24.055272142682387,7956.314591693835
346,24.3483541379775,6001.976637578645
347,22.242928342029895,8501.918799859344
348,22.099436664783475,4785.441654531425
349,22.5585745339741,5845.973472154086
350,20.548262241775127,6743.172177478829
351,22.009939007556035,6093.113086667866
352,21.344365069823823,5898.481406744988
353,22.524376180596885,6171.144270527429
354,21.903710696907503,6757.200591905779
355,23.903461604252218,7084.488231324756
356,19.669079057486368,7275.326966199909
357,21.925561204503413,7193.035749715627
358,21.248115220865575,8716.90168474639
359,21.497622050814307,9608.098866492182
360,20.22808959013358,6118.680423162505
361,18.55050892163048,6738.909468961229
362,19.092581182065366,7621.287147782548
363,21.85740289668645,6839.620287729852
364,19.825295441691857,6765.443178849602
365,18.513802708091482,6929.699201563648
366,20.286249455497888,6319.024717851743
367,20.715505114443765,6568.14722680082
368,19.92327198213466,8398.658064961
369,20.347172763411212,7323.572741612026
370,18.24041029708511,6439.671832554354
371,20.096998438450917,7702.164996036513
372,20.372008695628246,7667.57362360863
373,19.652453419925475,6891.585112148304
374,18.324695758403188,6830.42911165147
375,19.005377737575106,6311.730842991137
376,21.40640342786237,6678.392933171152
377,19.84004193965091,8105.556680340534
378,17.072233092369522,5915.040023750781
379,17.178777633292334,7488.279286481549
380,17.077703394723308,7722.8118812374105
381,16.274756335319132,7506.735205932756
382,18.559573075321854,8207.93942905396
383,18.944191055323643,8587.878741889192
384,17.841762139282405,6720.2907011263815
385,18.788033036878396,8374.711832438796
386,18.580765199332355,10020.42247102968
387,16.129872115425943,9320.876319234358
388,20.06747808880168,7872.660078172176
389,16.595839300146118,8828.593796943731
390,18.2832750841519,9369.038992601252
391,16.792980351422813,7816.172942701174
392,20.499184362483295,8709.690716323097
393,18.410830788024633,9660.046940021824
394,19.119805194211292,10180.495163490737
395,18.80042096344716,9243.466126882337
396,17.86585762963381,8868.725938170199
397,17.330904294632028,9198.329580504926
398,17.70597821246607,9921.826702967603
399,18.091174248659023,9416.703418435354
400,19.59277248569296,9640.164529888567
